SquareFeet;Bedrooms;Bathrooms;Parking garage;Neighborhood;YearBuilt;Price
2077;4;3;2;Rural;1971;2,41442E+14
2002;3;1;3;Suburb;2014;2,59034E+16
1443;5;2;3;Rural;1987;2,99103E+16
1612;5;1;2;Suburb;1950;1,27304E+16
1992;5;3;3;Suburb;1964;2,10319E+15
1263;5;3;2;Suburb;1960;1,88936E+16
2076;2;2;3;Urban;2005;1,8538E+16
2595;3;1;1;Urban;1987;2,94176E+15
2003;4;1;1;Suburb;2003;1,98736E+16
2643;4;1;3;Urban;1972;2,68808E+15
1004;3;2;3;Rural;1986;6,52285E+16
2126;4;3;2;Urban;2000;2,62088E+15
2219;2;3;3;Rural;2010;2,55399E+15
1773;5;3;3;Urban;1971;2,00902E+16
1876;3;1;1;Suburb;2015;2,37629E+15
1991;4;2;1;Suburb;2004;2,01135E+16
1883;2;1;1;Urban;2016;3,27202E+16
2373;4;2;2;Rural;1975;3,13573E+15
1046;2;1;2;Rural;1987;1,61735E+16
1866;4;2;2;Suburb;1999;1,35187E+16
1822;5;1;1;Rural;1972;2,06442E+16
1935;3;1;3;Suburb;2002;1,76508E+16
2843;5;2;1;Urban;1988;2,95896E+15
1655;5;3;1;Urban;1972;2,15023E+16
1268;4;3;3;Urban;2015;1,45269E+16
1369;5;2;2;Suburb;1977;1,56946E+16
1635;3;2;2;Urban;2009;2,46606E+16
2129;2;3;1;Rural;2016;1,94239E+16
2693;2;1;2;Suburb;1959;2,81992E+15
2682;4;3;1;Rural;1983;2,58072E+16
1656;3;2;2;Urban;1950;1,49913E+16
1119;3;1;2;Suburb;1986;1,18572E+16
1830;2;2;2;Suburb;2017;2,58491E+16
2810;2;3;2;Suburb;2020;2,37178E+16
2627;5;1;3;Urban;2016;2,83417E+16
2081;4;3;1;Suburb;2007;2,34683E+16
2974;2;3;2;Suburb;1965;2,36267E+16
2369;2;3;2;Urban;2013;2,20217E+16
1740;3;1;2;Urban;1977;2,31805E+16
2497;3;3;3;Rural;2019;2,93908E+15
1116;3;1;1;Rural;1977;1,48823E+16
2853;2;3;1;Rural;1967;3,17838E+15
1790;4;3;3;Suburb;1992;3,11155E+15
2150;5;2;3;Urban;1963;2,56E+15
2416;4;3;3;Rural;1971;2,15724E+16
2931;2;1;1;Rural;1963;2,49357E+16
2012;5;2;1;Urban;1968;2,23423E+16
2664;4;1;3;Suburb;1968;2,72865E+15
2081;2;3;3;Urban;1988;2,02344E+15
1633;4;2;1;Urban;1982;2,28849E+16
1512;2;2;1;Urban;1987;2,40983E+15
2774;3;2;1;Suburb;1981;2,89649E+15
1801;4;1;1;Rural;1963;1,442E+16
2119;3;2;1;Rural;1972;2,5756E+15
2661;3;2;3;Suburb;1975;2,73197E+15
2141;5;1;2;Urban;1999;2,3501E+16
1559;5;1;3;Urban;2018;1,66048E+16
2624;4;1;2;Rural;2004;2,58772E+15
1487;2;3;1;Rural;2016;9,63859E+14
2260;5;1;2;Urban;1969;2,46586E+16
2908;5;1;3;Suburb;2005;3,04456E+16
1896;3;2;1;Rural;1964;1,71955E+14
2295;3;3;1;Suburb;2008;1,75119E+16
2212;2;2;1;Suburb;2006;2,73978E+15
1703;5;1;3;Urban;1980;1,33661E+16
2470;5;1;3;Suburb;2018;2,76587E+15
1580;2;2;3;Urban;1963;1,99266E+16
1789;5;3;1;Suburb;1971;1,33679E+16
1860;4;3;3;Rural;1996;1,87289E+16
1246;4;2;3;Urban;1991;1,9538E+15
2986;2;1;2;Urban;2020;2,90468E+15
2099;3;3;1;Urban;2010;1,25993E+16
1153;2;3;3;Urban;1954;1,64864E+15
2679;4;2;2;Rural;1973;2,71132E+15
2458;5;3;1;Urban;1963;2,72402E+15
1996;5;1;1;Urban;1997;2,14624E+15
2109;3;2;1;Rural;1964;2,70288E+16
1696;3;3;2;Suburb;1977;2,63721E+16
2308;4;1;2;Rural;1982;3,43733E+15
2997;3;1;3;Suburb;1996;3,86974E+15
2243;2;2;3;Urban;2000;2,32462E+15
2092;4;2;1;Urban;2005;2,46644E+15
2070;5;1;3;Suburb;2015;1,36921E+15
2008;5;1;1;Urban;2003;2,65747E+15
1093;5;3;2;Rural;1950;1,18968E+16
2773;3;3;2;Rural;1962;2,25776E+15
1957;4;3;2;Rural;2004;2,91978E+16
2011;3;3;3;Suburb;1993;2,61284E+16
1452;2;3;2;Suburb;2003;2,40943E+15
2227;4;2;1;Suburb;2016;2,16204E+16
1911;3;3;1;Urban;1998;1,32356E+15
1217;5;3;1;Suburb;2019;2,28079E+16
1473;5;3;1;Rural;1958;1,4849E+16
1431;2;1;1;Suburb;1992;1,50463E+16
1340;2;3;3;Rural;2014;2,26047E+14
1550;2;2;1;Urban;2013;1,15707E+16
2635;5;1;2;Suburb;1988;2,70139E+16
2312;3;1;1;Rural;1986;2,00589E+16
2277;5;3;1;Rural;1975;2,58865E+16
2757;5;1;3;Suburb;1983;2,96494E+16
1356;5;3;2;Urban;1985;1,2249E+16
1022;3;3;1;Suburb;1995;1,15203E+16
2785;5;3;1;Urban;2013;3,41637E+15
1521;2;2;3;Rural;1975;2,02351E+16
2781;2;1;3;Suburb;1959;3,03105E+16
2860;2;1;3;Suburb;1980;3,11184E+15
2123;2;1;1;Rural;2007;1,49038E+16
1801;5;1;3;Urban;1977;2,70736E+16
2203;5;1;1;Suburb;1984;2,63493E+14
2246;5;3;3;Suburb;2006;3,24177E+16
2929;2;3;3;Suburb;1969;3,3727E+15
1761;3;3;1;Urban;1985;2,49808E+15
2682;4;2;1;Rural;2012;2,4037E+16
1441;4;2;2;Rural;2019;3,16311E+15
2631;4;2;2;Rural;1993;3,01656E+16
1768;3;2;1;Urban;1962;2,45824E+16
2015;5;1;2;Urban;1982;2,60272E+16
2348;4;2;2;Rural;1999;2,23082E+15
1515;4;1;1;Suburb;1994;1,33643E+15
2039;5;1;3;Urban;2004;2,35473E+15
1791;4;1;1;Rural;1999;1,52462E+16
1335;5;3;3;Rural;2001;2,5599E+15
2782;4;3;3;Suburb;1996;3,2647E+15
1257;5;1;3;Suburb;1992;2,18503E+15
1496;2;2;1;Urban;1959;2,02685E+16
1895;3;1;3;Urban;1997;1,59564E+14
1159;4;3;3;Rural;2017;1,67817E+16
2498;5;2;2;Urban;2004;3,28341E+15
1851;2;3;3;Suburb;1991;2,06542E+16
2687;5;2;2;Urban;1980;2,54674E+16
2931;4;3;1;Urban;1979;3,0149E+15
1689;4;1;3;Urban;2019;2,11224E+16
2698;4;3;2;Urban;1956;3,45221E+16
1379;4;2;2;Suburb;1981;1,03848E+16
2568;4;3;1;Urban;1991;2,54537E+15
2952;2;2;3;Suburb;1975;3,52851E+16
1956;5;3;1;Urban;1961;1,7372E+16
1690;5;3;2;Rural;1963;1,97888E+16
2450;4;1;2;Urban;1990;2,65276E+15
2636;5;2;2;Suburb;1992;3,38456E+15
2291;2;2;2;Suburb;1979;2,60643E+16
2858;4;1;2;Rural;1958;3,04034E+14
2600;3;3;1;Rural;1969;2,87192E+15
2440;2;2;1;Suburb;2017;2,70581E+15
2191;4;2;3;Suburb;1974;2,525E+15
2865;5;2;1;Urban;1952;3,71295E+15
2066;2;1;1;Suburb;1986;2,57402E+16
2579;4;1;3;Suburb;1977;2,84905E+16
1284;5;2;2;Rural;2009;2,1177E+16
1396;5;3;2;Suburb;2009;2,86857E+15
1011;4;3;3;Rural;1969;1,75101E+16
2630;2;1;2;Urban;2018;2,61717E+16
2325;4;3;2;Rural;1957;1,92112E+15
2921;4;1;1;Urban;2021;2,87288E+15
2276;4;2;1;Rural;1981;2,55596E+15
1498;4;2;1;Rural;1973;2,88403E+15
1753;4;2;2;Urban;1974;1,85248E+15
1034;5;1;3;Suburb;1969;2,09782E+16
1726;4;3;3;Rural;2002;2,15866E+15
1848;2;2;1;Suburb;1970;1,74159E+16
1089;3;3;1;Suburb;1978;8,01693E+15
1775;4;3;3;Suburb;2011;1,97441E+15
1604;2;1;1;Urban;2021;1,38312E+15
2945;3;1;2;Rural;1983;2,72553E+15
1969;2;3;1;Rural;1996;1,50368E+16
2625;5;3;2;Suburb;1991;2,67945E+16
2021;5;2;3;Rural;1958;1,92499E+16
1417;3;2;1;Suburb;1985;1,54704E+16
1114;3;2;3;Urban;1956;1,3267E+15
1616;3;3;3;Urban;2016;1,43155E+15
2926;5;1;3;Rural;1983;2,97645E+15
2219;5;3;1;Suburb;2005;2,4692E+16
1825;2;2;1;Urban;1986;2,30264E+16
2524;5;2;3;Rural;2019;3,28546E+15
2649;3;1;1;Suburb;2004;2,70557E+16
2516;4;3;3;Suburb;1985;2,75162E+16
2098;4;2;2;Rural;1959;1,85514E+15
1412;3;1;2;Suburb;1990;1,4913E+16
2399;5;2;3;Rural;2000;2,14095E+15
2443;3;1;2;Rural;1954;2,9006E+15
1728;5;3;3;Urban;1986;1,49E+15
2300;4;1;2;Urban;2006;2,67486E+15
2020;2;3;1;Rural;1978;1,90984E+16
1760;5;3;2;Suburb;2005;3,29139E+15
1675;2;2;2;Urban;1980;2,16086E+14
2417;4;3;2;Suburb;2001;2,98585E+15
2892;2;2;2;Rural;1962;2,95605E+15
1456;2;2;2;Rural;1978;2,20667E+16
1919;3;3;1;Suburb;2007;2,24202E+16
1191;2;1;2;Urban;1977;1,0317E+16
1738;4;3;3;Urban;1980;2,41772E+15
2712;5;3;2;Urban;1996;3,05955E+16
2122;2;1;3;Urban;2014;1,52222E+16
2571;5;2;3;Suburb;2009;2,39858E+16
1977;3;2;2;Urban;1979;2,84246E+16
2008;4;3;2;Suburb;2017;2,14464E+16
1095;4;1;3;Urban;2021;1,72054E+16
2687;5;1;1;Urban;2003;2,33841E+16
1662;4;1;3;Suburb;2013;2,40335E+14
2213;3;1;2;Suburb;1961;1,43838E+16
2759;5;3;3;Suburb;1961;2,3115E+16
1036;4;3;3;Rural;2005;5,76931E+15
2803;3;2;2;Suburb;1968;3,14397E+15
2392;3;1;1;Rural;1985;2,69267E+14
2718;2;3;1;Suburb;1963;2,46524E+16
2548;4;3;2;Suburb;1953;1,92437E+16
1278;5;1;1;Suburb;1954;2,14298E+16
1216;2;1;1;Rural;1991;1,51149E+15
1866;5;2;3;Rural;2009;2,41161E+15
1872;2;1;2;Rural;1986;2,1151E+16
2821;3;2;1;Suburb;1980;2,30252E+15
2296;2;2;1;Suburb;2006;2,28945E+16
2904;2;1;3;Rural;2001;2,72998E+16
1061;2;1;3;Rural;1992;7,10574E+15
1595;4;3;2;Suburb;2004;1,38739E+16
2903;2;1;2;Urban;1958;3,06801E+15
1728;3;1;3;Rural;2001;2,21433E+16
2365;5;2;1;Suburb;2002;2,60066E+16
1396;4;1;1;Urban;1982;1,93686E+16
1698;3;3;3;Urban;1951;2,53164E+16
2042;4;3;1;Rural;1972;2,60611E+16
1176;5;1;2;Suburb;1965;1,91112E+16
2635;5;1;1;Suburb;1997;2,36979E+16
1395;5;2;3;Rural;1953;1,42709E+15
1444;4;1;1;Rural;1974;9,05954E+15
2256;4;2;2;Suburb;2017;2,32944E+16
2938;5;1;3;Urban;2016;2,08321E+16
1075;5;2;1;Rural;1988;1,70588E+16
1264;3;3;1;Suburb;1971;1,85462E+16
1454;5;1;3;Urban;2009;1,19379E+16
2819;2;1;3;Urban;1985;3,04424E+15
1717;4;2;3;Urban;1998;2,40869E+16
1734;3;2;1;Urban;1982;2,1212E+15
2407;4;1;3;Urban;1968;2,01291E+16
2587;5;2;3;Suburb;2020;2,8395E+15
1850;2;1;2;Suburb;1955;2,37899E+15
2529;5;3;3;Urban;1977;2,18263E+16
2390;4;2;2;Suburb;2014;2,22996E+16
1143;3;1;2;Suburb;1963;1,48993E+16
1884;4;3;2;Suburb;1961;2,39641E+16
2092;3;1;2;Rural;2008;2,26599E+15
2122;2;1;2;Urban;2020;2,29393E+16
1395;5;3;1;Urban;1957;1,45356E+16
2048;5;2;2;Suburb;1959;2,18498E+16
1947;2;3;1;Suburb;2019;1,11367E+16
1890;4;1;2;Suburb;1997;2,05938E+16
2492;2;3;2;Rural;2003;3,19364E+15
2507;5;1;2;Rural;1999;3,21563E+16
2588;3;3;1;Urban;1996;3,19101E+16
2174;5;2;3;Urban;1978;2,05614E+16
2167;4;3;3;Rural;1958;2,66522E+16
1568;3;3;3;Rural;2015;1,29902E+16
2062;4;2;2;Rural;2018;2,46504E+16
1108;5;1;2;Urban;2003;8,29995E+15
2716;5;3;2;Urban;1965;2,07233E+16
2065;3;1;3;Urban;1957;1,35033E+15
2209;4;3;3;Suburb;1971;2,96655E+16
1934;3;2;2;Urban;1964;2,59611E+16
1397;3;3;1;Suburb;1977;1,54225E+16
2246;4;1;2;Urban;1978;1,84168E+14
1633;3;1;3;Urban;1981;1,28512E+16
2156;2;2;3;Urban;1965;1,99376E+16
2186;3;1;2;Suburb;1982;3,05463E+15
2238;5;2;2;Rural;1985;2,30947E+15
1732;4;2;2;Suburb;1988;1,99698E+16
1234;5;1;3;Urban;1999;1,96147E+16
2866;2;1;1;Rural;2017;2,74488E+14
1657;2;2;2;Suburb;1963;1,85034E+16
1750;3;1;3;Rural;1988;2,22984E+16
1587;5;2;2;Suburb;2020;2,08335E+16
2032;3;3;2;Rural;1969;2,5429E+16
2097;3;1;3;Urban;1999;2,47008E+15
1953;5;1;2;Suburb;1988;1,89607E+16
1491;2;2;3;Suburb;1957;1,88387E+15
1912;2;3;3;Suburb;1979;2,17927E+15
2276;2;3;2;Rural;1969;2,11264E+16
2253;4;1;1;Urban;1977;1,93912E+16
2542;4;2;1;Urban;2019;2,60738E+16
2197;3;2;3;Urban;2003;2,77508E+15
2676;4;1;3;Suburb;1969;2,8814E+15
2191;4;3;1;Suburb;1972;3,10818E+15
1169;5;2;1;Rural;1988;1,44824E+15
2416;3;2;2;Suburb;1983;2,16479E+15
1945;3;1;3;Urban;1971;2,08194E+16
1794;5;1;1;Suburb;2006;2,53265E+16
1633;2;3;1;Urban;1996;2,44006E+16
2217;5;3;2;Urban;1967;1,86246E+15
2540;2;2;2;Rural;1957;2,73339E+15
1028;3;1;2;Urban;2010;1,45807E+15
2188;3;1;3;Urban;1979;1,32414E+16
2445;4;1;2;Rural;1998;3,80655E+16
1338;4;3;2;Urban;2021;8,21623E+15
2671;5;3;3;Rural;2012;2,13977E+16
2519;4;2;2;Suburb;1998;2,25675E+15
2388;3;1;1;Suburb;1992;2,5372E+16
2856;3;3;1;Suburb;1966;2,06099E+16
2365;2;1;2;Urban;2021;2,33693E+16
1499;4;3;2;Suburb;1992;4,16307E+15
2680;2;1;3;Suburb;2004;2,49052E+16
1510;3;2;1;Suburb;2011;1,84231E+16
2350;4;3;3;Rural;1971;3,08214E+15
1216;2;3;3;Urban;1966;5,70957E+15
2324;3;2;3;Urban;2017;1,82389E+15
2155;2;2;2;Rural;1969;2,17332E+16
2827;4;1;3;Urban;1978;3,50243E+16
2093;2;3;3;Urban;1995;2,89192E+15
2275;2;1;3;Suburb;1963;2,43497E+16
2438;3;1;1;Suburb;1980;2,08749E+16
2810;4;1;3;Urban;1980;2,67006E+15
1444;5;3;2;Rural;1952;1,05488E+16
1875;5;2;3;Rural;1971;2,69844E+16
2205;2;1;3;Suburb;2002;2,38841E+16
1166;3;3;3;Suburb;2003;2,06852E+14
1090;4;1;1;Urban;1976;9,22418E+15
1713;3;2;1;Rural;1981;1,33711E+16
2881;4;2;1;Rural;1980;3,63943E+15
2554;3;3;1;Suburb;1988;2,54326E+16
1038;5;3;1;Rural;2011;1,15581E+16
2149;5;2;2;Rural;2006;3,15571E+14
2474;5;3;3;Suburb;2016;2,90504E+16
1172;3;2;2;Rural;2011;1,92191E+16
1652;3;1;3;Suburb;1982;2,04042E+16
1753;2;2;3;Rural;2009;2,2773E+15
2243;5;1;1;Suburb;1979;3,15812E+15
2661;2;3;2;Urban;1962;2,35355E+16
2081;3;1;3;Rural;1969;2,66445E+15
2683;4;2;1;Rural;2021;3,73582E+15
1475;5;3;2;Urban;1957;1,46533E+16
1455;5;3;2;Rural;1970;1,41659E+14
1828;5;2;3;Suburb;1962;3,11639E+15
1894;5;3;2;Rural;1979;2,00989E+15
2384;5;2;2;Urban;1998;2,84764E+15
2958;3;1;3;Suburb;2007;2,29455E+16
2024;5;1;3;Suburb;1995;2,53041E+16
1386;5;3;3;Rural;1951;1,53896E+14
2996;2;2;1;Urban;1968;3,40001E+16
1347;4;2;1;Rural;1976;1,54491E+16
1189;5;1;3;Rural;1956;1,9476E+16
1504;2;1;3;Rural;1999;2,06783E+16
2214;3;3;3;Urban;2002;2,53979E+16
2531;2;2;2;Suburb;1990;2,34624E+15
2392;5;3;3;Urban;1961;1,77596E+16
2432;2;3;1;Urban;1966;2,44735E+15
1823;2;3;2;Suburb;2021;2,36688E+16
1928;3;2;1;Rural;2005;2,05486E+15
1933;2;1;1;Rural;1970;2,14958E+16
2140;3;2;1;Urban;1963;2,32002E+16
1133;3;2;3;Urban;1971;3,11417E+16
1057;2;2;1;Suburb;1958;1,18092E+16
2579;5;3;3;Urban;1955;2,95625E+15
1684;4;3;3;Rural;1978;1,78077E+16
1671;2;2;1;Suburb;1993;1,95992E+16
1172;2;3;1;Rural;1965;4,84266E+15
2852;2;3;1;Rural;1993;2,37828E+16
1814;4;1;3;Suburb;1978;2,24582E+16
2172;4;2;1;Suburb;1970;2,4074E+16
1079;3;2;1;Rural;2015;1,95945E+16
1885;4;3;1;Suburb;2021;2,49861E+16
2236;4;2;2;Suburb;1985;3,26922E+15
1202;2;2;2;Urban;1952;2,06066E+16
1763;3;2;1;Urban;2006;2,12179E+16
2252;5;2;2;Rural;1998;3,16517E+16
2699;3;3;1;Rural;1990;2,40509E+16
2250;4;1;1;Suburb;1999;2,79074E+16
2682;4;3;1;Suburb;1963;2,4453E+15
2555;2;1;1;Urban;1972;3,54767E+15
2464;5;2;3;Suburb;2015;2,7654E+15
2425;5;2;1;Rural;1989;2,69754E+15
1046;5;2;3;Urban;1970;9,27374E+15
2256;4;2;3;Rural;1992;9,02565E+15
2328;4;2;1;Rural;1995;2,56324E+16
2549;3;2;3;Rural;1997;2,15428E+15
2166;4;2;2;Rural;2018;3,49938E+16
2438;5;1;2;Rural;1979;2,70658E+16
2536;5;3;1;Urban;1989;3,41876E+15
2396;5;2;3;Rural;1991;3,3308E+16
2589;2;2;3;Rural;1973;3,5265E+15
2909;3;2;2;Rural;2008;3,8457E+15
2282;3;1;1;Rural;2014;2,95735E+15
1655;4;2;2;Suburb;2003;1,95195E+16
1470;2;3;2;Urban;2008;9,51333E+15
2976;3;1;1;Urban;2009;2,99965E+16
1970;2;1;1;Suburb;1987;1,97932E+15
2035;2;2;3;Rural;1951;2,3413E+16
2353;4;1;2;Urban;2014;3,52244E+16
1735;2;2;2;Rural;1957;1,95769E+16
1783;3;3;1;Suburb;1960;1,89727E+15
1967;4;3;1;Urban;1991;2,35664E+15
1357;3;1;1;Urban;2004;8,21707E+15
1971;2;1;2;Rural;1990;2,38246E+16
2431;2;2;2;Suburb;1952;2,09647E+16
1667;5;1;3;Urban;1960;2,04634E+15
1372;4;3;2;Rural;2009;1,21797E+16
2031;4;1;1;Rural;1959;2,32914E+16
2145;5;3;3;Rural;1961;2,60745E+16
2371;3;2;1;Rural;2017;2,95669E+15
1675;3;3;2;Suburb;1950;2,22875E+16
1089;2;1;2;Urban;1989;1,69572E+16
2671;4;3;3;Rural;1988;3,01401E+16
1697;2;3;3;Suburb;1965;1,46521E+16
2339;5;1;2;Urban;1974;2,39841E+15
2201;2;2;1;Urban;1977;2,50996E+16
1539;3;3;3;Rural;1992;2,30483E+16
1731;3;1;1;Urban;1956;2,19341E+16
1868;5;3;3;Rural;1978;2,71113E+16
1040;3;3;3;Suburb;2012;1,54007E+16
1739;5;3;1;Urban;1960;2,08432E+16
2727;4;2;1;Rural;1950;3,12735E+15
2946;5;3;1;Suburb;1977;3,4215E+16
1501;5;1;3;Rural;1995;1,98493E+16
1958;5;1;1;Urban;1952;2,5678E+15
2168;3;3;1;Suburb;1963;2,33297E+16
2224;4;2;3;Urban;1988;2,67939E+15
1928;2;1;2;Urban;1974;2,108E+16
2747;4;2;1;Rural;1984;3,73797E+15
1460;3;2;1;Rural;1979;1,28689E+16
1731;4;1;3;Suburb;1989;1,49709E+16
1751;4;1;3;Rural;1960;1,67144E+16
1924;5;2;1;Suburb;2015;1,80985E+16
1908;5;3;2;Urban;1988;2,07715E+15
2581;3;2;2;Urban;1977;2,26303E+16
2570;5;1;1;Urban;2013;3,41996E+15
2276;3;2;3;Urban;1952;2,61788E+16
1389;2;1;2;Suburb;1955;1,69312E+16
2617;4;3;3;Suburb;1985;2,46554E+16
1882;2;3;3;Urban;1952;2,1862E+16
1255;2;3;1;Rural;1969;1,52645E+14
1708;4;3;1;Urban;2019;7,94417E+15
2838;5;3;2;Suburb;2006;2,51682E+16
2944;2;1;1;Rural;2001;2,70128E+16
1449;4;2;2;Urban;1958;2,07723E+16
1009;2;3;1;Urban;2017;1,00701E+16
1823;2;1;1;Suburb;2019;2,36683E+16
1797;4;2;1;Suburb;1999;2,34486E+16
2265;5;2;1;Suburb;1955;1,65567E+16
2274;3;3;3;Suburb;1992;2,8649E+16
1876;4;3;2;Rural;2005;1,77401E+15
2028;3;2;3;Rural;1966;2,49909E+16
2142;4;2;2;Suburb;1981;1,61743E+16
2015;4;1;1;Rural;1960;1,87144E+16
2824;3;3;1;Urban;1975;2,47403E+15
1373;3;2;2;Rural;1967;1,55359E+16
2088;5;2;2;Urban;1979;2,79165E+15
1145;4;3;2;Suburb;2013;8,9763E+15
1223;4;1;2;Urban;1981;1,8176E+16
2262;4;1;3;Suburb;2006;2,44216E+16
1176;5;3;2;Suburb;2011;2,45338E+16
2802;3;1;2;Suburb;1956;3,03159E+15
1852;4;1;3;Rural;1954;1,56794E+16
2305;3;1;2;Urban;2019;2,90484E+16
1062;5;2;3;Rural;1963;9,46711E+15
2240;2;2;3;Suburb;1995;1,9446E+16
2877;3;1;2;Rural;1961;2,82959E+15
1826;5;3;3;Suburb;1999;2,03994E+16
1794;2;3;1;Urban;1990;2,05849E+16
1688;4;3;2;Suburb;1957;1,49216E+16
2484;4;1;1;Suburb;1952;2,46342E+16
2952;3;3;2;Rural;2001;2,89062E+15
2633;2;2;2;Suburb;1960;2,96128E+15
1104;5;3;2;Urban;1997;9,74221E+15
2122;4;3;1;Urban;1961;1,63522E+14
1510;4;2;1;Suburb;2000;1,22252E+16
1384;2;2;2;Urban;1953;1,33771E+16
1404;5;1;3;Suburb;1966;1,84801E+16
1822;4;1;2;Suburb;1978;2,51021E+16
1517;4;1;1;Urban;1972;1,15264E+16
1475;3;1;2;Rural;2011;9,09493E+15
1708;5;1;2;Suburb;1961;1,89782E+16
2886;4;2;3;Rural;1997;2,80072E+16
2668;2;2;2;Rural;1982;2,58006E+16
2893;4;2;3;Suburb;1962;3,86754E+16
1770;5;3;2;Urban;1987;1,46604E+16
2460;3;3;2;Suburb;1999;2,59606E+15
2046;4;3;2;Urban;1961;2,59302E+16
1996;2;1;2;Suburb;1975;1,72699E+16
2588;4;3;2;Rural;2014;3,39032E+15
1676;2;1;2;Suburb;1952;2,55612E+16
1713;5;1;3;Urban;1957;1,92247E+16
2481;3;1;2;Urban;1979;3,45003E+15
1082;5;1;3;Suburb;1992;1,42634E+15
2168;4;3;1;Urban;1963;1,95356E+15
2108;4;2;2;Suburb;1966;2,79339E+15
2101;3;1;3;Rural;2020;1,76065E+16
1456;2;3;3;Suburb;1989;1,02687E+16
2901;5;1;1;Suburb;2015;3,57085E+16
1000;2;1;2;Urban;1957;7,75939E+15
1050;4;2;1;Suburb;1955;2,18059E+16
1684;2;1;2;Rural;1967;9,74811E+15
1716;5;2;2;Rural;2015;2,51998E+15
2795;2;3;2;Suburb;1951;2,91568E+15
2469;4;1;1;Urban;2009;1,64581E+16
1448;5;2;2;Rural;1952;2,32049E+16
1880;2;1;1;Suburb;1956;1,53154E+15
1487;2;1;2;Suburb;1996;4,02312E+15
2823;5;1;3;Rural;1979;4,00579E+16
1033;4;2;1;Urban;1984;1,71696E+15
2371;5;3;2;Suburb;2008;2,55858E+16
1094;4;2;3;Rural;2011;1,98667E+15
2095;2;3;3;Suburb;1996;2,32521E+16
2574;5;2;2;Rural;1966;2,96499E+16
1153;4;2;3;Suburb;2002;2,20954E+16
1249;5;3;2;Urban;1982;1,77512E+16
1673;2;3;3;Urban;2012;2,43821E+15
1437;5;3;1;Rural;1991;1,52096E+16
1117;2;2;3;Suburb;1997;6,22771E+15
1770;2;3;2;Urban;2011;1,82285E+16
2914;2;1;2;Rural;1956;3,39184E+16
2329;4;1;3;Urban;2004;3,35254E+15
1267;4;1;3;Urban;1987;1,57519E+15
2984;3;1;3;Suburb;2018;4,24502E+16
2077;4;3;3;Suburb;1988;2,0278E+15
1235;3;3;3;Urban;1978;1,06521E+15
1388;5;1;2;Urban;1978;1,78039E+15
1989;2;3;1;Urban;2004;2,33633E+16
2757;4;1;2;Urban;2009;2,86469E+15
1762;2;2;2;Rural;2015;1,73139E+15
2848;3;3;3;Rural;1953;2,73489E+15
1400;4;2;1;Urban;1969;2,05886E+15
1623;4;3;2;Suburb;2000;2,00613E+16
1766;4;3;2;Suburb;2019;2,27039E+16
2326;4;3;1;Rural;2004;1,41391E+15
1918;2;2;2;Urban;1995;2,67982E+16
2230;4;2;3;Suburb;1996;2,07818E+15
2252;3;1;2;Urban;2019;3,09843E+16
1852;4;2;3;Rural;1963;1,51088E+16
2933;3;2;3;Rural;1954;2,51312E+15
1577;3;1;2;Suburb;1981;1,53391E+15
1074;2;2;3;Urban;1991;1,45293E+16
1434;4;2;1;Rural;1989;2,27151E+16
1102;3;1;2;Suburb;1969;1,19348E+15
2445;4;2;2;Urban;1994;2,40111E+16
2727;2;1;2;Urban;1961;3,49505E+15
1763;2;3;2;Rural;1990;1,82274E+16
1737;4;3;1;Suburb;1959;1,92127E+15
1805;3;2;1;Urban;1951;2,49794E+15
2329;5;3;3;Suburb;2005;2,97512E+16
1097;5;2;3;Urban;1965;1,77698E+16
2873;2;1;2;Urban;1994;3,51221E+16
1797;3;1;2;Urban;1996;1,45555E+15
2358;5;1;2;Suburb;1990;2,7673E+15
1858;3;3;3;Rural;1993;1,69985E+16
1434;4;1;3;Urban;2020;1,31336E+15
1446;2;1;3;Rural;2007;2,04761E+15
2331;4;2;2;Urban;2004;3,16339E+15
1248;4;2;2;Rural;1974;2,731E+16
1165;4;2;1;Suburb;1961;1,46864E+15
2504;3;2;1;Urban;1967;2,06789E+16
1983;5;1;1;Urban;2014;2,6994E+15
2358;4;2;2;Rural;2003;2,23538E+16
2019;2;3;2;Rural;2013;1,96596E+16
1541;3;3;3;Rural;2012;2,24319E+16
1758;5;3;3;Suburb;1964;2,03716E+16
2129;4;2;3;Urban;2018;2,66475E+15
2586;2;1;3;Suburb;1955;2,77634E+16
1080;4;2;1;Suburb;1978;1,70587E+16
1132;5;3;3;Rural;1975;1,34815E+15
1796;5;2;1;Rural;1950;1,51338E+14
1899;4;3;3;Urban;1978;2,76208E+15
1137;4;1;3;Urban;1964;1,08678E+16
1183;3;1;2;Urban;1995;1,62682E+15
2424;5;1;2;Rural;2013;2,91912E+16
2353;5;1;2;Rural;1986;2,592E+16
1784;4;1;1;Suburb;2004;2,07483E+16
2531;2;2;1;Urban;2005;2,74383E+15
2875;4;1;3;Suburb;1966;1,92843E+15
1983;4;2;1;Urban;2021;2,33249E+16
1068;5;3;2;Urban;2006;1,61092E+16
1545;3;3;3;Urban;1971;2,35129E+16
2797;4;1;3;Suburb;1956;2,33716E+16
1052;2;2;1;Suburb;1952;1,46607E+16
2473;2;1;1;Suburb;2003;1,98601E+16
1204;4;3;2;Rural;2005;2,16805E+15
1125;2;2;2;Rural;2013;1,05205E+15
